exp	split	score	sharpe	return_pct	max_dd_pct	trades	win_rate	profit_factor	symbols	date	notes
8coin-regime-choppy	2024-03_2024-05	32.58	32.58	0.0	0.0900	0	0.0	0.00	AVAX/BTC/DOGE/ETH/LINK/SOL	2026-03-23	choppy market Mar-May 2024
possize-0.08	val	29.93	29.93	82.0	0.1725	19958	81.1	16.80	AVAX/BTC/DOGE/ETH/LINK/SOL	2026-03-23	position sizing sweep: BASE_POSITION_PCT=0.08
possize-0.12	val	29.47	29.75	144.1	0.2602	19958	81.1	16.78	AVAX/BTC/DOGE/ETH/LINK/SOL	2026-03-23	position sizing sweep: BASE_POSITION_PCT=0.12
possize-0.16	val	28.86	29.58	226.0	0.3493	19958	81.1	16.76	AVAX/BTC/DOGE/ETH/LINK/SOL	2026-03-23	position sizing sweep: BASE_POSITION_PCT=0.16
possize-0.21	val	27.89	29.36	365.4	0.4622	19958	81.1	16.75	AVAX/BTC/DOGE/ETH/LINK/SOL	2026-03-23	position sizing sweep: BASE_POSITION_PCT=0.21
3coin-regime-bear	2025-10_2025-11	21.00	21.00	12.9	0.2500	0	79.0	0.00	BTC/ETH/SOL	2026-03-23	3-coin bear market Oct-Nov 2025
3coin-regime-flat	2025-07_2025-09	23.46	23.46	12.8	0.1400	0	79.9	0.00	BTC/ETH/SOL	2026-03-23	3-coin flat market Jul-Sep 2025
3coin-regime-choppy	2024-03_2024-05	23.23	23.23	17.5	0.4200	0	82.4	0.00	BTC/ETH/SOL	2026-03-23	3-coin choppy market Mar-May 2024
3coin-full-period	train+val+test	21.77	21.77	499.0	0.4200	31639	79.9	0.00	BTC/ETH/SOL	2026-03-23	3-coin full 2.5yr Jun 2023-Dec 2025
6coin-val	val	23.54	23.54	32.0	0.2000	5083	80.4	16.20	AVAX/BTC/DOGE/ETH/LINK/SOL	2026-03-23	6-coin expansion test (XRP/SUI missing data)
sync-test	val	29.99	29.99	58.3	0.1723	15832	81.2	16.99	AVAX/BTC/DOGE/ETH/LINK/SOL	2026-03-23	verify auto-sync to VM
